Sentence #,Word,POS,Tag
Sentence: 520,In,IN,O
,the,DT,O
,northern,JJ,O
,city,NN,O
,of,IN,O
,Tal,NNP,B-geo
,Afar,NNP,I-geo
,",",",",O
,a,DT,O
,car,NN,O
,bomb,NN,O
,exploded,VBD,O
,Saturday,NNP,B-tim
,",",",",O
,killing,VBG,O
,two,CD,O
,people,NNS,O
,and,CC,O
,wounding,VBG,O
,30,CD,B-ninjured
,others,NNS,O
,.,.,O
Sentence: 527,The,DT,O
,U.N.,NNP,B-org
,refugee,NN,O
,agency,NN,O
,says,VBZ,O
,international,JJ,O
,groups,NNS,O
,suspended,VBD,O
,their,PRP$,O
,activities,NNS,O
,in,IN,O
,the,DT,O
,camps,NNS,O
,after,IN,O
,a,DT,O
,mob,NN,O
,killed,VBN,O
,three,CD,B-ndeath
,water,NN,O
,workers,NNS,O
,on,IN,O
,Thursday,NNP,B-tim
,.,.,O
Sentence: 532,The,DT,O
,government,NN,O
,is,VBZ,O
,still,RB,O
,rejecting,VBG,O
,any,DT,O
,U.N.,NNP,B-org
,deployment,NN,O
,to,TO,O
,the,DT,O
,region,NN,O
,",",",",O
,where,WRB,O
,more,JJR,O
,than,IN,O
,three,CD,O
,years,NNS,O
,of,IN,O
,violence,NN,O
,has,VBZ,O
,killed,VBN,O
,nearly,RB,O
,"2,00,000",CD,B-ndeath
,people,NNS,O
,",",",",O
,and,CC,O
,displaced,VBD,O
,some,DT,O
,two,CD,O
,million,CD,O
,others,NNS,O
,.,.,O
Sentence: 539,Separately,RB,O
,",",",",O
,U.S.,NNP,B-gpe
,officials,NNS,O
,say,VBP,O
,coalition,NN,O
,forces,NNS,O
,killed,VBD,O
,six,CD,B-ndeath
,insurgents,NNS,O
,and,CC,O
,captured,VBD,O
,54,CD,O
,suspects,NNS,O
,early,JJ,O
,Sunday,NNP,B-tim
,near,IN,O
,the,DT,O
,western,JJ,O
,border,NN,O
,town,NN,O
,of,IN,O
,al-Qaim,NNP,B-geo
,.,.,O
Sentence: 555,Posada,NNP,B-per
,Carriles,NNP,I-per
,is,VBZ,O
,wanted,VBN,O
,in,IN,O
,Venezuela,NNP,B-geo
,for,IN,O
,his,PRP$,O
,alleged,JJ,O
,role,NN,O
,in,IN,O
,a,DT,O
,1976,CD,B-tim
,Cuban,JJ,B-gpe
,airliner,NN,O
,bombing,NN,O
,that,WDT,O
,killed,VBD,O
,73,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 569,The,DT,O
,proposals,NNS,O
,come,VBP,O
,amid,IN,O
,growing,VBG,O
,concern,NN,O
,about,IN,O
,the,DT,O
,spread,NN,O
,of,IN,O
,bird,NN,O
,flu,NN,O
,",",",",O
,which,WDT,O
,has,VBZ,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,60,CD,B-ndeath
,people,NNS,O
,in,IN,O
,Asia,NNP,B-geo
,since,IN,O
,2003,CD,B-tim
,.,.,O
Sentence: 572,The,DT,O
,murder,NN,O
,sparked,VBD,O
,sectarian,JJ,O
,violence,NN,O
,that,WDT,O
,left,VBD,O
,at,IN,O
,least,JJS,O
,14,CD,B-ndeath
,people,nns,O
,dead,JJ,O
,.,.,O
Sentence: 639,The,DT,O
,U.S.,NNP,B-geo
,military,NN,O
,reported,VBD,O
,at,IN,O
,least,JJS,O
,26,CD,B-ndeath
,people,NNS,O
,were,VBD,O
,killed,VBN,O
,and,CC,O
,many,JJ,O
,others,NNS,O
,wounded,VBN,O
,in,IN,O
,those,DT,O
,blasts,NNS,O
,.,.,O
Sentence: 643,An,DT,O
,Israeli,JJ,B-gpe
,airstrike,NN,O
,in,IN,O
,the,DT,O
,Gaza,NNP,B-geo
,Strip,NNP,I-geo
,has,VBZ,O
,killed,VBN,O
,a,DT,O
,top,JJ,O
,Islamic,NNP,B-geo
,Jihad,NNP,I-geo
,commander,NN,O
,and,CC,O
,at,IN,O
,least,JJS,O
,six,CD,O
,other,JJ,O
,people,NNS,O
,",",",",O
,a,DT,O
,day,NN,O
,after,IN,O
,an,DT,O
,Islamic,JJ,B-org
,Jihad,NNP,I-org
,suicide,NN,O
,bomber,NN,O
,killed,VBD,O
,five,CD,B-ndeath
,people,NNS,O
,in,IN,O
,central,JJ,O
,Israel,NNP,B-geo
,.,.,O
Sentence: 705,Iraqi,JJ,B-gpe
,police,NNS,O
,say,VBP,O
,a,DT,O
,roadside,NN,O
,bombing,NN,O
,in,IN,O
,Baghdad,NNP,B-geo
,Saturday,NNP,B-tim
,killed,VBD,O
,at,IN,O
,least,JJS,O
,two,CD,B-ndeath
,people,NNS,O
,who,WP,O
,were,VBD,O
,taking,VBG,O
,part,NN,O
,in,IN,O
,a,DT,O
,Shi'ite,NNP,B-geo
,Muslim,NNP,I-geo
,religious,JJ,O
,procession,NN,O
,.,.,O
Sentence: 706,The,DT,O
,attack,NN,O
,",",",",O
,in,IN,O
,the,DT,O
,New,NNP,B-org
,Baghdad,NNP,I-org
,district,NN,O
,",",",",O
,also,RB,O
,wounded,VBD,O
,eight,CD,B-ninjured
,others,NNS,O
,.,.,O
Sentence: 710,On,IN,O
,Friday,NNP,B-tim
,",",",",O
,a,DT,O
,roadside,NN,O
,bomb,NN,O
,blast,NN,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,six,CD,B-ndeath
,Shi'ites,NNS,O
,in,IN,O
,the,DT,O
,eastern,JJ,B-geo
,Baghdad,NNP,I-geo
,district,NN,O
,of,IN,O
,Sadr,NNP,B-geo
,City,NNP,I-geo
,.,.,O
Sentence: 774,Italian,JJ,B-gpe
,police,NNS,O
,arrested,VBN,O
,the,DT,O
,British,JJ,B-gpe
,citizen,NN,O
,in,IN,O
,Rome,NNP,B-geo
,a,DT,O
,week,NN,O
,after,IN,O
,the,DT,O
,July,NNP,B-tim
,21,CD,I-tim
,attacks,NNS,O
,",",",",O
,which,WDT,O
,caused,VBD,O
,no,DT,O
,fatalities,NNS,O
,but,CC,O
,brought,VBD,O
,chaos,NN,O
,to,TO,O
,London,NNP,B-geo
,two,CD,B-tim
,weeks,NNS,O
,after,IN,O
,suicide,NN,O
,bombers,NNS,O
,killed,VBD,O
,52,CD,B-ndeath
,people,NNS,O
,in,IN,O
,the,DT,O
,British,JJ,B-gpe
,capital,NN,O
,.,.,O
Sentence: 804,A,DT,O
,magnitude,NN,O
,9,CD,O
,quake,NN,O
,off,IN,O
,the,DT,O
,west,JJS,O
,coast,NN,O
,of,IN,O
,Aceh,NNP,B-geo
,triggered,VBD,O
,the,DT,O
,December,NNP,B-tim
,26,CD,I-tim
,tsunamis,NNS,O
,",",",",O
,which,WDT,O
,the,DT,O
,U.S.,NNP,B-org
,Geological,NNP,I-org
,Survey,NNP,I-org
,says,VBZ,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,"2,75,000",CD,B-ndeath
,people,NNS,O
,around,IN,O
,the,DT,O
,Indian,NNP,B-geo
,Ocean,NNP,I-geo
,.,.,O
Sentence: 817,Earlier,RBR,O
,this,DT,O
,month,NN,O
,",",",",O
,the,DT,O
,U.N.,NNP,B-org
,High,NNP,I-org
,Commissioner,NNP,I-org
,for,IN,I-org
,Refugees,NNP,I-org
,estimated,VBD,O
,"20,000",CD,O
,people,NNS,O
,have,VBP,O
,made,VBN,O
,the,DT,O
,crossing,NN,O
,this,DT,O
,year,NN,O
,and,CC,O
,said,VBD,O
,at,IN,O
,least,JJS,O
,439,CD,B-ndeath
,people,NNS,O
,have,VBP,O
,died,VBN,O
,and,CC,O
,another,DT,O
,489,CD,O
,are,VBP,O
,missing,VBG,O
,.,.,O
Sentence: 822,In,IN,O
,another,DT,O
,development,NN,O
,",",",",O
,police,NNS,O
,say,VBP,O
,a,DT,O
,remote-controlled,JJ,O
,roadside,NN,O
,bomb,NN,O
,tore,VBD,O
,through,IN,O
,the,DT,O
,side,NN,O
,of,IN,O
,an,DT,O
,Afghan,JJ,B-gpe
,army,NN,O
,bus,NN,O
,Thursday,NNP,B-tim
,in,IN,O
,Kabul,NNP,B-org
,",",",",O
,killing,VBG,O
,the,DT,O
,driver,NN,O
,and,CC,O
,wounding,VBG,O
,29,CD,B-ninjured
,people,NNS,O
,.,.,O
Sentence: 826,Insurgents,NNS,O
,in,IN,O
,Iraq,NNP,B-geo
,killed,VBD,O
,at,IN,O
,least,JJS,O
,nine,CD,B-ndeath
,people,NNS,O
,in,IN,O
,attacks,NNS,O
,Sunday,NNP,B-tim
,northeast,NN,O
,of,IN,O
,Baghdad,NNP,B-geo
,.,.,O
Sentence: 827,Police,NNS,O
,say,VBP,O
,a,DT,O
,roadside,NN,O
,bomb,NN,O
,killed,VBD,O
,four,CD,B-ndeath
,policemen,NNS,O
,and,CC,O
,wounded,VBD,O
,nine,CD,B-ninjured
,in,IN,O
,Baquba,NNP,B-geo
,.,.,O
Sentence: 829,Military,JJ,O
,officials,NNS,O
,say,VBP,O
,on,IN,O
,Saturday,NNP,B-tim
,U.S.,NNP,B-geo
,soldiers,NNS,O
,killed,VBD,O
,three,CD,B-ndeath
,gunmen,NNS,O
,who,WP,O
,fired,VBD,O
,on,IN,O
,a,DT,O
,patrol,NN,O
,in,IN,O
,the,DT,O
,northern,JJ,O
,town,NN,O
,of,IN,O
,Baiji,NNP,B-geo
,.,.,O
Sentence: 847,Abu,NNP,B-per
,Musab,NNP,I-per
,al-Zarqawi,NNP,I-per
,'s,POS,O
,group,NN,O
,claimed,VBD,O
,responsibility,NN,O
,for,IN,O
,that,DT,O
,blast,NN,O
,that,WDT,O
,killed,VBD,O
,13,CD,B-ndeath
,and,CC,O
,injured,VBD,O
,23,CD,B-ninjured
,others,NNS,O
,.,.,O
Sentence: 921,More,JJR,O
,than,IN,O
,700,CD,B-ndeath
,people,NNS,O
,have,VBP,O
,been,VBN,O
,killed,VBN,O
,in,IN,O
,the,DT,O
,violence,NN,O
,this,DT,O
,year,NN,O
,.,.,O
Sentence: 1043,Hurricane,NNP,B-nat
,Katrina,NNP,I-nat
,slammed,VBD,O
,into,IN,O
,southeast,NN,O
,Florida,NNP,B-geo
,Thursday,NNP,B-tim
,",",",",O
,leaving,VBG,O
,at,IN,O
,least,JJS,O
,seven,CD,B-ndeath
,people,nns,O
,dead,JJ,O
,.,.,O
Sentence: 1049,Witnesses,NNS,O
,said,VBD,O
,Israeli,JJ,B-gpe
,soldiers,NNS,O
,returned,VBD,O
,fire,NN,O
,and,CC,O
,killed,VBD,O
,one,CD,B-ndeath
,Palestinian,JJ,B-gpe
,gunman,NN,O
,.,.,O
Sentence: 1169,But,CC,O
,he,PRP,O
,said,VBD,O
,by,IN,O
,holding,VBG,O
,violent,JJ,O
,demonstrations,NNS,O
,that,WDT,O
,have,VBP,O
,killed,VBN,O
,18,CD,B-ndeath
,people,NNS,O
,",",",",O
,Muslims,NNPS,O
,have,VBP,O
,missed,VBN,O
,an,DT,O
,opportunity,NN,O
,to,TO,O
,build,VB,O
,better,JJR,O
,ties,NNS,O
,with,IN,O
,the,DT,O
,West,NNP,B-geo
,.,.,O
Sentence: 1193,The,DT,O
,conflict,NN,O
,has,VBZ,O
,left,VBN,O
,"1,80,000",CD,B-ndeath
,people,nns,O
,dead,JJ,O
,and,CC,O
,two,CD,O
,million,CD,O
,others,NNS,O
,displaced,VBD,O
,.,.,O
Sentence: 1197,The,DT,O
,accident,NN,O
,happened,VBD,O
,one,CD,O
,day,NN,O
,after,IN,O
,a,DT,O
,fire,NN,O
,at,IN,O
,a,DT,O
,coal,NN,O
,mine,NN,O
,in,IN,O
,northeastern,JJ,O
,China,NNP,B-geo
,killed,VBD,O
,at,IN,O
,least,JJS,O
,five,CD,B-ndeath
,miners,NNS,O
,and,CC,O
,trapped,JJ,O
,30,CD,O
,.,.,O
Sentence: 1224,Meanwhile,RB,O
,",",",",O
,insurgent,JJ,O
,attacks,NNS,O
,across,IN,O
,Iraq,NNP,B-geo
,Tuesday,NNP,B-tim
,killed,VBD,O
,at,IN,O
,least,JJS,O
,25,CD,B-ndeath
,people,NNS,O
,",",",",O
,including,VBG,O
,three,CD,O
,U.S.,NNP,B-org
,soldiers,NNS,O
,.,.,O
Sentence: 1295,Turkish,JJ,B-gpe
,security,NN,O
,officials,NNS,O
,say,VBP,O
,Kurdish,NNP,O
,rebels,NNS,O
,have,VBP,O
,killed,VBN,O
,13,CD,B-ndeath
,Turkish,JJ,B-gpe
,soldiers,NNS,O
,in,IN,O
,a,DT,O
,southeastern,JJ,O
,province,NN,O
,near,IN,O
,the,DT,O
,border,NN,O
,with,IN,O
,Iraq,NNP,B-geo
,.,.,O
Sentence: 1299,Last,JJ,O
,week,NN,O
,",",",",O
,rebels,NNS,O
,from,IN,O
,the,DT,O
,Kurdistan,NNP,B-org
,Workers,NNP,I-org
,',POS,I-org
,Party,NNP,I-org
,",",",",O
,or,CC,O
,PKK,NNP,B-org
,",",",",O
,ambushed,VBD,O
,a,DT,O
,minibus,NN,O
,in,IN,O
,Sirnak,NNP,B-geo
,and,CC,O
,killed,VBD,O
,12,CD,B-ndeath
,passengers,NNS,O
,",",",",O
,including,VBG,O
,village,NN,O
,guards,NNS,O
,.,.,O
Sentence: 1302,Afghanistan,NNP,B-geo
,'s,POS,O
,government,NN,O
,says,VBZ,O
,Afghan,JJ,B-gpe
,and,CC,O
,U.S.-led,JJ,O
,troops,NNS,O
,have,VBP,O
,killed,VBN,O
,five,CD,B-ndeath
,Taleban,NNP,B-org
,insurgents,NNS,O
,in,IN,O
,the,DT,O
,east,NN,O
,of,IN,O
,the,DT,O
,country,NN,O
,.,.,O
Sentence: 1306,Separately,RB,O
,",",",",O
,Afghan,JJ,B-gpe
,police,NNS,O
,are,VBP,O
,searching,VBG,O
,for,IN,O
,the,DT,O
,gunmen,NNS,O
,who,WP,O
,killed,VBD,O
,two,CD,B-ndeath
,German,JJ,B-gpe
,journalists,NNS,O
,early,JJ,O
,Saturday,NNP,B-tim
,in,IN,O
,a,DT,O
,remote,JJ,O
,part,NN,O
,of,IN,O
,northern,JJ,O
,Afghanistan,NNP,B-geo
,.,.,O
Sentence: 1323,The,DT,O
,Khartoum,NNP,B-org
,government,NN,O
,and,CC,O
,Darfur,NNP,B-geo
,'s,POS,O
,main,JJ,O
,rebel,NN,O
,group,NN,O
,signed,VBD,O
,a,DT,O
,peace,NN,O
,deal,NN,O
,May,NNP,B-tim
,fifth,NN,I-tim
,to,TO,O
,end,VB,O
,fighting,VBG,O
,that,DT,O
,has,VBZ,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,"2,00,000",CD,B-ndeath
,people,NNS,O
,and,CC,O
,displaced,VBN,O
,more,JJR,O
,than,IN,O
,2.5,CD,O
,million,CD,O
,others,NNS,O
,since,IN,B-tim
,2003,CD,I-tim
,.,.,O
Sentence: 1382,Meanwhile,RB,O
,",",",",O
,a,DT,O
,roadside,NN,O
,bomb,NN,O
,south,NN,O
,of,IN,O
,Baghdad,NNP,B-geo
,killed,VBD,O
,two,CD,B-ndeath
,American,JJ,B-gpe
,security,NN,O
,contractors,NNS,O
,Sunday,NNP,B-tim
,.,.,O
Sentence: 1384,Also,RB,O
,Sunday,NNP,B-tim
,",",",",O
,a,DT,O
,previously-unknown,JJ,O
,group,NN,O
,claimed,VBD,O
,responsibility,NN,O
,for,IN,O
,last,JJ,O
,week,NN,O
,'s,POS,O
,bomb,NN,O
,attack,NN,O
,on,IN,O
,a,DT,O
,Shi'ite,NNP,O
,funeral,NN,O
,that,WDT,O
,killed,VBD,O
,50,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 1394,Officials,NNS,O
,say,VBP,O
,at,IN,O
,least,JJS,O
,100,CD,B-ninjured
,injured,JJ,O
,passengers,NNS,O
,were,VBD,O
,rescued,VBN,O
,from,IN,O
,the,DT,O
,seven,CD,O
,cars,NNS,O
,that,WDT,O
,plunged,VBD,O
,into,IN,O
,the,DT,O
,flood,NN,O
,waters,NNS,O
,",",",",O
,but,CC,O
,that,IN,O
,many,JJ,O
,more,JJR,O
,remain,VBP,O
,trapped,JJ,O
,inside,NN,O
,.,.,O
Sentence: 1397,A,DT,O
,laboratory,NN,O
,in,IN,O
,Hong,NNP,B-geo
,Kong,NNP,I-geo
,has,VBZ,O
,confirmed,VBN,O
,it,PRP,O
,was,VBD,O
,the,DT,O
,deadly,JJ,O
,H5N1,NNP,O
,strain,NN,O
,of,IN,O
,bird,NN,O
,flu,NN,O
,that,WDT,O
,killed,VBD,O
,two,CD,B-ndeath
,Indonesian,JJ,B-gpe
,children,NNS,O
,from,IN,O
,the,DT,O
,same,JJ,O
,family,NN,O
,this,DT,O
,month,NN,O
,.,.,O
Sentence: 1404,An,DT,O
,outbreak,NN,O
,of,IN,O
,cholera,NN,O
,in,IN,O
,West,NNP,B-geo
,Africa,NNP,I-geo
,has,VBZ,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,177,CD,B-ndeath
,people,NNS,O
,and,CC,O
,sickened,VBN,O
,more,JJR,O
,than,IN,O
,"9,000",CD,O
,in,IN,O
,Guinea-Bissau,NNP,B-geo
,within,IN,O
,the,DT,O
,past,JJ,O
,month,NN,O
,.,.,O
Sentence: 1431,Palestinian,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,Israeli,JJ,B-gpe
,soldiers,NNS,O
,have,VBP,O
,shot,VBN,O
,and,CC,O
,killed,VBN,O
,at,IN,O
,least,JJS,O
,two,CD,B-ndeath
,Palestinians,NNS,B-gpe
,in,IN,O
,separate,JJ,O
,incidents,NNS,O
,in,IN,O
,the,DT,O
,West,NNP,B-geo
,Bank,NNP,I-geo
,.,.,O
Sentence: 1438,Hamas,NNP,B-org
,seized,VBD,O
,control,NN,O
,of,IN,O
,Gaza,NNP,B-geo
,in,IN,O
,June,NNP,B-tim
,after,IN,O
,factional,JJ,O
,fighting,NN,O
,with,IN,O
,Fatah,NNP,B-geo
,that,WDT,O
,killed,VBD,O
,more,JJR,O
,than,IN,O
,100,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 1446,Mr.,NNP,B-per
,da,NNP,I-per
,Silva,NNP,I-per
,spoke,VBD,O
,a,DT,O
,few,JJ,O
,days,NNS,O
,after,IN,O
,a,DT,O
,police,NN,O
,raid,NN,O
,on,IN,O
,drug,NN,O
,gangs,NNS,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,13,CD,B-ndeath
,people,NNS,O
,in,IN,O
,a,DT,O
,slum,NN,O
,.,.,O
Sentence: 1532,The,DT,O
,blast,NN,O
,also,RB,O
,slightly,RB,O
,wounded,VBD,O
,two,CD,B-ninjured
,bystanders,NNS,O
,",",",",O
,including,VBG,O
,a,DT,O
,13-year-old,JJ,O
,boy,NN,O
,.,.,O
Sentence: 1535,In,IN,O
,June,NNP,B-tim
,",",",",O
,another,DT,O
,car,NN,O
,bomb,NN,O
,in,IN,O
,Tel,NNP,B-geo
,Aviv,NNP,I-geo
,killed,VBD,O
,one,CD,B-ndeath
,of,IN,O
,Israel,NNP,B-geo
,'s,POS,O
,top,JJ,O
,criminal,JJ,O
,lawyers,NNS,O
,",",",",O
,in,IN,O
,what,WP,O
,police,NN,O
,said,VBD,O
,was,VBD,O
,a,DT,O
,criminal,JJ,O
,",",",",O
,not,RB,O
,a,DT,O
,terrorist,JJ,O
,",",",",O
,act,NN,O
,.,.,O
Sentence: 1548,More,JJR,O
,than,IN,O
,160,CD,B-ndeath
,people,NNS,O
,have,VBP,O
,died,VBN,O
,from,IN,O
,bird,NN,O
,flu,NN,O
,since,IN,O
,late,JJ,O
,2003,CD,B-tim
,.,.,O
Sentence: 1598,The,DT,O
,two-and-half,JJ,O
,year,NN,O
,conflict,NN,O
,in,IN,O
,Darfur,NNP,B-geo
,between,IN,O
,mainly,RB,O
,local,JJ,O
,rebels,NNS,O
,and,CC,O
,pro-government,JJ,O
,militias,NNS,O
,has,VBZ,O
,killed,VBN,O
,"1,80,000",CD,B-ndeath
,people,NNS,O
,and,CC,O
,displaced,VBD,O
,about,IN,O
,two,CD,O
,million,CD,O
,others,NNS,O
,.,.,O
Sentence: 1734,Egyptian,JJ,B-gpe
,sources,NNS,O
,say,VBP,O
,police,NNS,O
,have,VBP,O
,been,VBN,O
,looking,VBG,O
,for,IN,O
,links,NNS,O
,between,IN,O
,Saturday,NNP,B-tim
,'s,POS,O
,attacks,NNS,O
,and,CC,O
,two,CD,O
,Sinai,NNP,B-geo
,bombings,NNS,O
,last,JJ,O
,year,NN,O
,that,WDT,O
,killed,VBD,O
,34,CD,B-ndeath
,people,NNS,O
,.,.,O
Sentence: 1736,Meanwhile,RB,O
,",",",",O
,the,DT,O
,Egyptian,JJ,B-gpe
,Health,NNP,B-org
,Ministry,NNP,I-org
,says,VBZ,O
,64,CD,B-ndeath
,people,nns,O
,died,VBD,O
,in,IN,O
,the,DT,O
,blasts,NNS,O
,",",",",O
,while,IN,O
,local,JJ,O
,doctors,NNS,O
,say,VBP,O
